gene	Chromosome	Probe.Set.ID	Affy.SNP.ID	dbSNP.RS.ID	Physical.Position	Position.End	Strand	Number.of.individuals	OMIM	Associated.Gene																			
PTGS2	1	AX-11440662	Affx-6182133	rs34070874	186578757	186578757	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000367468 // downstream // 62166 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// ENST00000450032 // upstream // 28434 // --- // --- // --- // --- /// NM_000963 // downstream // 62187 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 132102 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
PTGS2	1	AX-11495229	Affx-6185603	rs4140564	186725003	186725003	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 73082 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 75444 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 75444 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 73029 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-11515232	Affx-6185071	rs4651318	186701891	186701891	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 96194 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 52332 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 52332 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 96141 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-11543176	Affx-6183647	rs5275	186643058	186643058	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000367468 // UTR-3 // 0 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// ENST00000490885 // exon // 0 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // UTR-3 // 0 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)																			
PTGS2	1	AX-11563150	Affx-6184524	rs6425043	186675527	186675527	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 122558 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 25968 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 25968 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 122505 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-12472518	Affx-6180568	rs16825516	186504184	186504184	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000391997 // upstream // 73930 // Hs.654381 // PDC // 5132 // phosducin /// ENST00000456921 // upstream // 43227 // --- // --- // --- // --- /// NM_000963 // downstream // 136760 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 57529 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
PTGS2	1	AX-12549996	Affx-6183737	rs3218622	186646005	186646005	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000367468 // missense // 0 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// ENST00000490885 // exon // 0 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// ENST00000559627 // UTR-3 // 0 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // missense // 0 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)																			
PTGS2	1	AX-12549997	Affx-6183665	rs3218625	186643541	186643541	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000367468 // missense // 0 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// ENST00000490885 // exon // 0 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// ENST00000559627 // UTR-3 // 0 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // missense // 0 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)																			
PTGS2	1	AX-16729983	Affx-6180266	rs11578436	186487951	186487951	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000391997 // upstream // 57697 // Hs.654381 // PDC // 5132 // phosducin /// ENST00000456921 // upstream // 59460 // --- // --- // --- // --- /// NM_000963 // downstream // 152993 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 41296 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
PTGS2	1	AX-16730045	Affx-6180669	rs6694957	186508738	186508738	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000391997 // upstream // 78484 // Hs.654381 // PDC // 5132 // phosducin /// ENST00000456921 // upstream // 38673 // --- // --- // --- // --- /// NM_000963 // downstream // 132206 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 62083 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
PTGS2	1	AX-16730170	Affx-6181485	rs1569879	186547952	186547952	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000456921 // exon // 0 // --- // --- // --- // --- /// NM_000963 // downstream // 92992 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 101297 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
PTGS2	1	AX-16730177	Affx-6181535	rs34249733	186550738	186550738	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000367468 // downstream // 90185 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// ENST00000450032 // upstream // 415 // --- // --- // --- // --- /// NM_000963 // downstream // 90206 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 104083 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
PTGS2	1	AX-16730796	Affx-6185365	rs79118997	186713467	186713467	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 84618 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 63908 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 63908 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 84565 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-16730868	Affx-6185752	rs74991967	186732916	186732916	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 65169 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 83357 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 83357 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 65116 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-16730891	Affx-6185890	rs1158043	186739431	186739431	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 58654 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 89872 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 89872 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 58601 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-16731017	Affx-6186638	rs77019795	186770336	186770336	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 27749 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 120777 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 120777 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 27696 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-30325097	Affx-6179573	rs477416	186456075	186456075	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000391997 // upstream // 25821 // Hs.654381 // PDC // 5132 // phosducin /// ENST00000456921 // upstream // 91336 // --- // --- // --- // --- /// NM_000963 // downstream // 184869 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 9420 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
PTGS2	1	AX-30325429	Affx-6180987	rs79745692	186525039	186525039	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000391997 // upstream // 94785 // Hs.654381 // PDC // 5132 // phosducin /// ENST00000456921 // upstream // 22372 // --- // --- // --- // --- /// NM_000963 // downstream // 115905 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 78384 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
PTGS2	1	AX-30325491	Affx-6181224	rs6425034	186536543	186536543	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000391997 // upstream // 106289 // Hs.654381 // PDC // 5132 // phosducin /// ENST00000456921 // upstream // 10868 // --- // --- // --- // --- /// NM_000963 // downstream // 104401 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 89888 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
PTGS2	1	AX-30325695	Affx-6182107	rs71634175	186577461	186577461	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000367468 // downstream // 63462 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// ENST00000450032 // upstream // 27138 // --- // --- // --- // --- /// NM_000963 // downstream // 63483 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 130806 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
PTGS2	1	AX-30325727	Affx-6182189	rs76941944	186581361	186581361	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000367468 // downstream // 59562 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// ENST00000450032 // upstream // 31038 // --- // --- // --- // --- /// NM_000963 // downstream // 59583 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 134706 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
PTGS2	1	AX-30325915	Affx-6183032	rs79032296	186614827	186614827	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000367468 // downstream // 26096 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// ENST00000450032 // upstream // 64504 // --- // --- // --- // --- /// NM_000963 // downstream // 26117 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 168172 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
PTGS2	1	AX-30325981	Affx-6183445	rs10911903	186634883	186634883	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000367468 // downstream // 6040 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// ENST00000450032 // upstream // 84560 // --- // --- // --- // --- /// NM_000963 // downstream // 6061 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 188228 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
PTGS2	1	AX-30326151	Affx-6183966	rs2383516	186653033	186653033	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 145052 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 3474 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 3474 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 144999 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-30326541	Affx-6185743	rs56160832	186732170	186732170	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 65915 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 82611 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 82611 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 65862 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-30326815	Affx-6187028	rs12022867	186786065	186786065	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream /// 600522 // Phospholipase A2, group IV A, deficiency of // --- // upstream"	"ENST00000367466 // upstream // 12020 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent) /// ENST00000367468 // upstream // 136506 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_000963 // upstream // 136506 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NM_024420 // upstream // 11967 // Hs.497200 // PLA2G4A // 5321 // phospholipase A2, group IVA (cytosolic, calcium-dependent)"																			
PTGS2	1	AX-37425687	Affx-35430060	rs115997934	186503871	186503871	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000391997 // upstream // 73617 // Hs.654381 // PDC // 5132 // phosducin /// ENST00000456921 // upstream // 43540 // --- // --- // --- // --- /// NM_000963 // downstream // 137073 // Hs.196384 // PTGS2 // 5743 // prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) /// NR_031642 // upstream // 57216 // --- // MIR548F1 // 100302192 // microRNA 548f-1																			
